"Folder","XmlAnimFileCount","XmlColorFileCount","XmlFontFileCount","XmlInterpolatorFileCount","XmlDrawableFileCount","XmlTransitionFileCount","LayoutCount","LayoutAvgMaxDepth","LayoutMaxDepth","LayoutAvgElementCount","LayoutTotalElementCount","LayoutAvgAttributeCount","LayoutTotalAttributeCount","StringCount","StyleCount","DrawableDensityFolderCount","ValueLocaleFolderCount"
"/Benign/6520c61b458fd8b07c782ae489d03eb649a8c4bf3a42c5964cdc1e77b4f85d15",30,0,0,0,118,0,565,2.3,8,8.6,4848,16.9,9551,2201,710,24,55
"/Benign/d49bf3994afc356a7b4bbc9b1bface8fe8b5db0e00aecdbbece972ce56774244",31,0,0,0,33,0,260,1.8,7,8.3,2170,13.9,3603,769,385,16,40
"/Benign/db90bb3d0198afff2e07039fda8e69abe7d566d294a2699cbee5d9bd5abaa14c",40,0,0,0,34,0,258,1.6,7,7.1,1830,11.9,3072,1065,468,15,46
"/Benign/f7b6824e87453b30aa2b9bbaadd2620a27a64d98679c9427f108ee1445a7a1b1",18,0,0,0,27,0,169,1.3,5,5.0,846,8.7,1464,197,432,14,70
"/Benign/10ebafb4319bbe63f4aa6a2bf88d3bb1f46141d72aeaacc0e889357176f7ccef",26,0,0,0,55,0,372,2.4,9,10.2,3813,20.6,7669,1078,461,23,78
"/Benign/ccce4dabe6488f917f09d1149fdd6025147f786997c453bd3914b137bd9d37ab",11,0,0,0,20,0,176,1.5,6,6.5,1143,11.6,2044,504,335,22,40
"/Benign/9260dfcab72415fb6f184fb028c71469c2041e385863e733dafb89e3783e8429",0,0,0,0,1,0,25,1.2,3,4.1,103,7.2,179,100,13,6,7
"/Benign/c7362044a08debcb3f85c257cca84277019845e170e719cec1a0837fcecb558a",33,0,0,0,143,3,333,1.9,8,7.1,2376,12.8,4275,944,474,17,72
"/Benign/c8136d84343118c52761dd79867d63fe367800daa1e713a61f6b8f2aa1e034ca",10,0,0,0,20,0,79,1.3,7,4.8,381,9.0,712,196,355,15,72
"/Benign/c66b9493c295b5c1beb391557e2102314630ab60dbbb0b1f39229a692703ac64",35,0,0,2,43,4,191,1.6,7,5.7,1081,10.6,2029,183,412,20,61
"/Benign/90d4f2816a7f90bc9b56ef51fe770d024d16fc584117200fd2362172e60e4234",20,0,0,0,22,0,75,0.9,4,3.7,277,6.1,454,113,368,13,70
"/Benign/9ec229456d3ab7382cf44ee1a015a5a8ec84dc67982f28d2358dfda8f56b7812",18,0,0,0,18,0,95,1.1,6,4.1,392,8.0,757,176,370,19,71
"/Benign/53f84d875baa25c5775a78d7f9c79378b60a84a4da93c66f71735ea5331b910c",3,0,0,0,3,0,41,4.4,9,27.3,1120,38.2,1567,186,7,7,40
"/Benign/d81b1bc4e07a5774f9ed68529022630da2e1a446434b23465d3bc19bae67cd50",14,0,0,0,19,0,60,1.0,4,4.3,257,7.0,421,56,334,13,40
"/Benign/7c492d4dfa6921f5ce709206b2a47aa1b50a10eeb8dd3e66460984fee7ed4952",47,1,0,0,116,1,326,1.5,7,5.2,1699,9.4,3075,661,426,16,15
"/Benign/c556ef7fb00d9f6c1ace2a33ac071d06b5bfe4f75cde5ed82015b04dc11a789f",46,0,0,0,44,0,240,2.1,6,9.9,2374,18.3,4393,794,350,13,52
"/Benign/30983d8a1a0268f410562834b752d75e1a9a08af5dbc09ed6d228d0951edd760",10,0,0,4,51,0,89,1.5,6,5.1,455,10.6,947,132,374,15,70
"/Benign/d4c751d3628a7726227931100055e87266c18a3124509a34e079b8730e221e46",10,0,0,0,21,0,66,1.0,5,4.7,308,7.1,466,79,329,15,71
"/Benign/513c524588e837bc88f6eec63ff9c7789633f90155f666d493b443b094283a5f",4,0,0,0,1,0,29,2.1,6,8.7,252,13.9,402,598,7,8,40
"/Benign/ac6467c1587caf2e1f02f280510f85c4beddd110343f5e3440a4b6398142d95e",0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,16,1,5,41
"/Benign/2482c88d3a6584867aa709c5bacba86d2020ff30c1427eb35fa5d99664a7ccc5",34,0,0,0,30,0,329,2.5,8,11.6,3804,24.0,7908,630,362,10,40
"/Benign/2af602bf5525dc11b65725a151b58739468d30fa10e08d3b91ea14a2b6ab74b5",43,0,0,0,47,0,393,2.1,8,9.7,3800,17.3,6786,1015,409,17,50
"/Benign/ffd39156ca0bbce555758b7cd83e88cc89187e78fbcff464b1236dab2c16b49a",24,0,0,0,33,0,482,2.2,8,8.4,4052,16.2,7804,1135,485,14,72
"/Benign/18e11e4b2c41564020ec525ab7c3f792a0f250669eed96b58057a004913e2c70",0,0,0,0,0,0,82,1.3,4,5.9,482,8.7,716,176,7,6,1
"/Benign/3ac2f40fe56c6deeb2baf42f586a25c4f1926bc655cbac7fd4648febe7000302",18,0,0,0,32,0,96,1.2,5,4.3,414,7.3,702,71,384,14,70
"/Benign/2e3429a5f4320123fea978310f4893ca386b329652092c00a0dc94df283e23ef",10,0,0,0,13,0,52,0.9,4,3.7,191,6.2,322,47,309,15,70
"/Benign/511dd7fca3c577cced8f5a37a0b2e91c703a8556abb2540e361f4b66898fcdc4",20,0,0,0,29,0,122,1.6,5,5.4,664,9.3,1130,108,381,12,51
"/Benign/9fe3047da9eeb0d60f7e0cb667ca709b2a73e0de667b9d124f63c796732d69d7",50,0,0,0,55,0,279,1.6,7,6.3,1762,11.6,3229,947,416,19,54
"/Benign/b92d755fe864fccc1197f4ef6ccefc7afe8bc8ee3f30847f98dfcf29ceb36567",23,0,0,0,48,0,285,1.4,6,5.3,1520,9.3,2649,1105,411,19,70
"/Benign/8ce6ed34a4669c5b76ebbc769206d0caefd4fdf3a4aca2d12f0b106c3683d78c",5,0,0,0,20,0,103,1.9,8,8.0,819,15.6,1604,511,139,16,44
"/Benign/5ab30d62bb5d8db008ef2f0154f72429433cab7516aa5e8f5557f4a6b613eac4",3,0,0,0,2,0,2,3.0,3,12.0,24,25.5,51,21,8,5,9
"/Benign/fa53b485b083a7be62c1950f983eb560a02360c8083ff49c1b5a5f1f2cf03a48",5,0,0,0,13,0,205,2.4,8,11.1,2268,21.3,4365,1106,66,22,43
"/Benign/7f2f0b337a27140eb736e1356ba77b9badde47af25d569c3df45a148d2f9a669",14,0,0,0,18,0,75,1.0,5,4.4,328,6.8,511,71,342,14,40
"/Benign/dd47a41b67611eddef46b3c517918f18d3a2f0f7c2edfbbfa730811957aae914",0,0,0,0,0,0,5,1.8,3,6.6,33,13.8,69,45,1,6,13
"/Benign/c9b96dc6e3765aa5b6def5e6cb26218841459e31f4724b79d73f2b52876b7ff5",36,0,0,4,79,1,341,1.9,9,8.8,3010,15.6,5321,785,519,54,71
"/Benign/8d1b51154f015fa525e3738224a08cf3274e26fa8e619bcfda2ba980e9ec7da4",20,0,0,0,17,0,296,2.3,9,11.0,3256,20.1,5954,1935,362,14,41
"/Benign/4d4c00cfb57976b2306ff178b42112919a6c4b6597e2ff920ef3b863bcbdd9dd",0,0,0,0,14,0,41,3.6,7,17.1,702,32.3,1324,263,2,5,22
"/Benign/84d3d89d9936e5e8a6ea39978551fd0729a86cde96250cc3c1e348f34d8a625a",10,0,0,0,22,0,149,1.4,7,6.0,891,8.5,1265,235,342,12,51
"/Benign/af8cc4d5647f9a1388601d3ab86f371acc442d0c701e5a001971ede331cd4af8",10,0,0,0,30,0,108,1.3,5,4.6,496,8.0,869,151,345,14,51
"/Benign/468caaab9c6effe84fa8f71186ed97152152de182c25c1deb9e68d9c94d92a99",0,0,0,0,2,0,16,1.1,3,3.2,51,4.9,79,74,10,7,41
"/Benign/2ec12cc7316bce72035ab393e63c21fee31268cc7f70146eb8cb94a37f594ece",18,0,0,0,22,0,155,1.6,5,6.9,1074,11.6,1804,138,386,14,50
"/Benign/a90638d0d65cedbbb22e974312377257ae7b994a3d630ea23e112b88f0d0de4a",45,3,0,4,79,0,641,1.5,6,5.5,3519,9.5,6094,2002,743,22,16
"/Benign/f618b99dd7d2e9be225b08f760d68729f80849a85e943ef45741546940fab3f9",38,0,0,0,68,8,280,1.6,6,6.3,1765,10.9,3044,560,430,28,40
"/Benign/b30f50ffa02d40f1c1c31ef3d58e6859f7064c2b0d7091074bc0ced55c1c581a",23,0,0,0,21,0,92,1.3,6,5.0,456,9.1,836,102,351,16,71
"/Benign/c32505d6ceee4cee385df50696246bb015870f1c1fea37eb7c62c8942ed616fe",0,0,0,0,1,0,16,3.2,5,39.1,626,81.8,1308,113,1,0,40
"/Benign/828e18914dc9409c813e1feae87eb3be39c7d6c7a57bea6c86ba90e42b871461",12,0,0,0,21,0,119,1.7,5,8.4,1000,17.2,2041,70,331,16,40
"/Benign/ffeb97d2f85d1e30f10562c003e695f323a10f905f87c0a0f3b9488bd1071e6d",20,0,0,0,22,0,126,1.3,6,4.9,622,9.2,1161,96,384,13,50
"/Benign/05efba9a5ef8f0e12448ae931c1f27e592d9ecf9cb789ff881ebc06bee6ed1bf",18,0,0,0,19,0,79,0.9,4,3.5,275,6.1,484,108,363,14,70
"/Benign/e4208d237c72d0ce0a42fef17491b09e728fc0c6c509617388e0ee31818d6d99",30,4,0,0,82,1,392,1.6,6,6.6,2603,9.7,3791,833,572,21,42
"/Benign/889e955fff296718e4628e2dc05c5dc09bcd82ad8c535d0109cff2137c38a084",10,0,0,0,18,0,54,0.9,4,3.7,201,6.4,348,67,332,13,40
"/Benign/19b6299f7f4f09274cf614ed9f41886c0ccb0e017e375c00ab9ff7986ce074bd",0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,16,0
"/Benign/75aaabd54ee62b932bb23276ad2a7dff46c2c40e07eb7aaef0ccdb70f4ddd2d1",25,0,0,4,62,0,225,1.9,6,7.8,1752,15.4,3460,675,412,19,50
"/Benign/9b3a2be4d39a133954643a392285999bfd34fd53ecf462aa9377f1f3e770e721",31,0,0,4,122,0,717,1.7,7,5.7,4101,10.4,7447,1784,1002,23,73
"/Benign/4bf26572d964b1598ee18cac90e884c0bc384b65021c58593c905dcfa5f7f183",32,0,0,0,11273,0,260,2.0,8,7.9,2060,13.9,3627,1094,500,15,40
"/Benign/b7d15c43a036f809dd2600dc6613d550b6dc83f4f06229d769d3bf1d3c1b3413",24,0,0,0,31,0,302,1.6,7,6.1,1846,10.8,3247,1038,433,18,51
"/Benign/93eb9ca3ff0d22d6f1d2890580723e4460f294f30462f3384ac5686eb05f6b78",70,0,0,0,25,0,279,2.3,12,7.6,2112,16.2,4511,600,376,15,41
"/Benign/2c69a6dc8c08937331934ea1f6b7d9cbfce517240812602184b14671cdbfb99b",16,0,0,0,23,0,354,2.0,9,8.6,3062,15.6,5519,918,380,29,44
"/Benign/3a3292b4082bc640ca38a33c71ec47793d6121ee439a66850ec096eb9b968fa5",11,0,0,0,22,0,89,1.4,6,5.7,506,9.0,802,350,341,15,72
"/Benign/0881d078a35994a380ae4bfed20ee43e13cefcc509bdd3a2e2a229f0027c7beb",14,0,0,0,24,0,188,1.8,8,6.8,1273,12.2,2292,339,356,14,51
"/Benign/245806ceadc7e8bbdfd59b1de1d393da2bd635a0ec9cc0dac1d4256261052cc5",21,0,0,0,27,0,134,1.2,4,4.8,642,8.2,1105,220,385,15,56
"/Benign/4080ba1f4b0125df02f979e3125725a3ca2f8c71081f1e6371e6ef35b2f84b0f",14,0,0,0,6,0,112,1.9,6,7.9,886,15.3,1712,613,152,7,45
"/Benign/b0cf4744d2fdb03e349b1dff126d603b9df7674942a2d991ac4394b9bbffde7d",0,0,0,0,1,0,11,2.5,4,12.3,135,27.4,301,124,2,4,12
"/Benign/b9efe7f2f651fea34abc050d8c8c278181bea710a422b9ac73241bcb1332cf22",12,0,0,0,21,0,103,2.0,6,7.3,755,13.7,1410,293,340,15,40
"/Benign/3fa70ff72485558fbb0cb9047c7d8d816fc80f18d3a23b35b02d65140f6a0f3c",16,0,0,0,13,0,124,1.5,5,5.2,645,9.3,1159,127,338,11,50
